iter	Logloss
0	0.6810083484
1	0.6656518106
2	0.6524996914
3	0.6395694664
4	0.6263169555
5	0.6139640597
6	0.6024538292
7	0.5917299415
8	0.5833677926
9	0.5737045545
10	0.5650045796
11	0.5557463188
12	0.5479277124
13	0.5398634554
14	0.5317770656
15	0.5237169908
16	0.5167173173
17	0.5096976336
18	0.5026682757
19	0.4963617302
20	0.4900547387
21	0.4843190551
22	0.4807511842
23	0.4754874583
24	0.4701435409
25	0.4647959543
26	0.4601573722
27	0.4564977021
28	0.4522285273
29	0.4480311356
30	0.4441483849
31	0.4396580559
32	0.43591718
33	0.4327164989
34	0.4297389565
35	0.4263820889
36	0.4224111045
37	0.4183423281
38	0.4147285805
39	0.4118095233
40	0.4087014496
41	0.4050893222
42	0.4018927469
43	0.3991215793
44	0.3961850938
45	0.3934383496
46	0.3902648181
47	0.3877469666
48	0.3853241315
49	0.3823585265
50	0.3801116166
51	0.3773095144
52	0.3749580739
53	0.371896198
54	0.3696334888
55	0.3674852233
56	0.3646991034
57	0.362599586
58	0.3606325155
59	0.3585092535
60	0.3566787821
61	0.3548578126
62	0.3524723845
63	0.3500265643
64	0.3481258609
65	0.3465168468
66	0.3450089993
67	0.3430715296
68	0.3412524872
69	0.3390618617
70	0.3373705792
71	0.3357825861
72	0.3335714572
73	0.3320685486
74	0.3299678389
75	0.3284952182
76	0.3270615401
77	0.3256642421
78	0.3236607951
79	0.3217924049
80	0.320047659
81	0.3181405602
82	0.3163194375
83	0.3145509675
84	0.3128946567
85	0.3112176372
86	0.309625556
87	0.3077475977
88	0.3062756899
89	0.3050027463
90	0.3037191391
91	0.302605282
92	0.3011731786
93	0.2996116954
94	0.2981401449
95	0.2968158479
96	0.2956412807
97	0.2943386968
98	0.2929923045
99	0.291730393
100	0.2905468675
101	0.2893433671
102	0.2876575954
103	0.2865846789
104	0.2854280282
105	0.2841088288
106	0.283030949
107	0.2820058513
108	0.2809510554
109	0.2799991106
110	0.2790125633
111	0.2774508035
112	0.276040701
113	0.274809588
114	0.273653008
115	0.2727709931
116	0.2716643212
117	0.270356107
118	0.2695239187
119	0.2682916002
120	0.2671381318
121	0.2661064559
122	0.2651367582
123	0.2641698537
124	0.2632645004
125	0.2621847866
126	0.2613993518
127	0.2600011646
128	0.258983222
129	0.2580784797
130	0.257228212
131	0.2561792375
132	0.2553889958
133	0.254097574
134	0.2533944901
135	0.2524617302
136	0.2514074609
137	0.2504525345
138	0.2495707516
139	0.2488515866
140	0.2479550404
141	0.2471245842
142	0.2459266127
143	0.244939077
144	0.244123142
145	0.2434614411
146	0.2428323621
147	0.2417228353
148	0.2409453026
149	0.2400130156
150	0.2392602983
151	0.2386555317
152	0.2380876731
153	0.237524101
154	0.2367119459
155	0.235782102
156	0.2347541557
157	0.2337910986
158	0.2330212565
159	0.232168129
160	0.2312872598
161	0.2304595676
162	0.2295708192
163	0.2288324191
164	0.2281181747
165	0.2274211234
166	0.2266567608
167	0.2259780299
168	0.2251973273
169	0.2245382916
170	0.2236925208
171	0.2229802925
172	0.2221458643
173	0.2214816577
174	0.2208391378
175	0.2203574621
176	0.2196227768
177	0.2189613903
178	0.2183407375
179	0.2175578627
180	0.2167828528
181	0.2161792836
182	0.2153906895
183	0.2148242166
184	0.2141952765
185	0.2134571647
186	0.2128734697
187	0.2123347931
188	0.2116446868
189	0.2109068293
190	0.2104305335
191	0.2098781026
192	0.2091879067
193	0.2087463647
194	0.2081487193
195	0.2074608482
196	0.206895752
197	0.2064843844
198	0.2059666983
199	0.2053283995
200	0.2048076256
201	0.2041413771
202	0.2034945492
203	0.203080428
204	0.2024781539
205	0.2018515183
206	0.2013077361
207	0.200719064
208	0.2000269952
209	0.1995456123
210	0.1991578611
211	0.1986064669
212	0.1981193651
213	0.1976022605
214	0.1972072632
215	0.1966133143
216	0.1962520938
217	0.1958092503
218	0.1953432243
219	0.1947901711
220	0.1943497447
221	0.193833124
222	0.1933154588
223	0.1926770767
224	0.1920542251
225	0.1916919037
226	0.1910943264
227	0.1905939602
228	0.190251695
229	0.1896635787
230	0.1892479779
231	0.1887535348
232	0.1881829822
233	0.1876281547
234	0.1870716297
235	0.186538644
236	0.1861185556
237	0.1856331889
238	0.1851281637
239	0.1847354104
240	0.1842639454
241	0.1838920558
242	0.1833771485
243	0.1828944461
244	0.1824353127
245	0.1820374137
246	0.1815034638
247	0.1810211521
248	0.1805688219
249	0.1802185729
250	0.1797393648
251	0.1794270625
252	0.1789796057
253	0.1785469481
254	0.1781689636
255	0.1778744466
256	0.1774155187
257	0.1770054769
258	0.1766675839
259	0.1762822116
260	0.1758446544
261	0.1754332058
262	0.1749277632
263	0.1744530422
264	0.1741018916
265	0.1737410849
266	0.1733076315
267	0.1729008441
268	0.1725751502
269	0.1722689987
270	0.1718122511
271	0.1715324224
272	0.1712083847
273	0.1709437627
274	0.1706371698
275	0.1702840918
276	0.1698777206
277	0.1694955889
278	0.1690728187
279	0.1688210811
280	0.1684835255
281	0.1680895054
282	0.1678004253
283	0.1675287916
284	0.1671896048
285	0.166870609
286	0.1664409497
287	0.1660799401
288	0.1658432566
289	0.1655917885
290	0.1652661146
291	0.164873515
292	0.1645290517
293	0.1643064855
294	0.163938561
295	0.1638555964
296	0.1635403309
297	0.1632133743
298	0.1629739535
299	0.1626260542
300	0.162315804
301	0.1620150704
302	0.1615332453
303	0.1611518041
304	0.1607940844
305	0.1604961159
306	0.1600368076
307	0.1596347981
308	0.1593375431
309	0.1591076923
310	0.1588270758
311	0.1583905419
312	0.1580473847
313	0.1577616525
314	0.1574463867
315	0.1571498165
316	0.1568652905
317	0.1564883686
318	0.1561673303
319	0.1558853226
320	0.1556146496
321	0.155398685
322	0.1551313455
323	0.1548544067
324	0.1546356573
325	0.1543657239
326	0.1541097935
327	0.1536878134
328	0.1534292632
329	0.1530331374
330	0.153031178
331	0.1528239987
332	0.1525812529
333	0.1523537367
334	0.1520041434
335	0.1517306465
336	0.1515143464
337	0.1512706672
338	0.1510104637
339	0.1508108332
340	0.150565224
341	0.1503768705
342	0.1501998348
343	0.1499665786
344	0.1496566063
345	0.1494002613
346	0.1491830709
347	0.1489789469
348	0.1485892505
349	0.148349708
350	0.148013651
351	0.1479138394
352	0.1475978398
353	0.1474085307
354	0.1474058038
355	0.1471161909
356	0.1468208102
357	0.1464520805
358	0.1460824641
359	0.1459065727
360	0.1456539256
361	0.1454296667
362	0.145081006
363	0.144871054
364	0.1447002125
365	0.1444635208
366	0.1442646536
367	0.1440302599
368	0.1438096533
369	0.1436224136
370	0.1432920847
371	0.1430619071
372	0.1428454228
373	0.1426345073
374	0.1424361682
375	0.1422530743
376	0.1419365389
377	0.1416487786
378	0.1414826848
379	0.1412039068
380	0.1408446379
381	0.140633407
382	0.1404489549
383	0.1402579734
384	0.1400844539
385	0.1399084979
386	0.1397496776
387	0.1395838506
388	0.1393067664
389	0.1390460498
390	0.1388643562
391	0.1386935063
392	0.1385328342
393	0.1382722258
394	0.1380590959
395	0.1377991816
396	0.1375521286
397	0.1373989243
398	0.1372460374
399	0.1370842158
400	0.136939726
401	0.1367949823
402	0.1366590683
403	0.1363051119
404	0.1360582786
405	0.1359185435
406	0.1357632672
407	0.1355870871
408	0.1353524987
409	0.1351154686
410	0.1349672515
411	0.134799684
412	0.1346421542
413	0.1344203514
414	0.1341631471
415	0.1338391804
416	0.1336298007
417	0.1334014952
418	0.1332568431
419	0.1331209624
420	0.1329933703
421	0.1327940337
422	0.1326596443
423	0.1325388133
424	0.132229433
425	0.1321014971
426	0.1319464926
427	0.131729799
428	0.131388758
429	0.1311360225
430	0.1310160255
431	0.1308717896
432	0.1306454499
433	0.1304325704
434	0.1302282759
435	0.1299284062
436	0.1297269946
437	0.1295297879
438	0.1292447381
439	0.1290527055
440	0.128931628
441	0.1286114861
442	0.1284966907
443	0.1283888705
444	0.1281185986
445	0.1279639309
446	0.1278611434
447	0.1277396887
448	0.1275925766
449	0.1274784742
450	0.1272853922
451	0.1270278964
452	0.1268392542
453	0.1267306836
454	0.1266285815
455	0.1264328638
456	0.1261765456
457	0.1260286363
458	0.1258451695
459	0.1255950429
460	0.1254103677
461	0.125236586
462	0.1250916299
463	0.1248490408
464	0.1246212118
465	0.1245303665
466	0.1242207829
467	0.1241125523
468	0.1239740604
469	0.1238721533
470	0.12373205
471	0.1235391514
472	0.1232468758
473	0.1231417305
474	0.1229728811
475	0.1228737685
476	0.1225979722
477	0.1224394012
478	0.1221913797
479	0.122051859
480	0.1219570655
481	0.1218574515
482	0.1216782781
483	0.1215932949
484	0.1213350809
485	0.1211066552
486	0.120924217
487	0.1207869616
488	0.1206151296
489	0.1205210182
490	0.1204326028
491	0.1201931423
492	0.1199686093
493	0.1197509649
494	0.1195755441
495	0.1194916996
496	0.1192785685
497	0.1191998693
498	0.1189934669
499	0.1188260911
500	0.1186902783
501	0.1185481085
502	0.1184146129
503	0.118337954
504	0.118081922
505	0.1179154432
506	0.1177110399
507	0.1175187991
508	0.1172779492
509	0.1171741839
510	0.117076529
511	0.1169044689
512	0.1168252216
513	0.1166950917
514	0.1165323818
515	0.1163065284
516	0.1161547447
517	0.1159905804
518	0.1158293965
519	0.1157517803
520	0.11559941
521	0.1155041844
522	0.1153682569
523	0.1152236622
524	0.1150954992
525	0.1149624588
526	0.1148373804
527	0.1146421637
528	0.1144583263
529	0.1142496785
530	0.1141002366
531	0.1139024308
532	0.1137166183
533	0.1137136654
534	0.1136336085
535	0.1135584157
536	0.113434352
537	0.1133621646
538	0.1132153479
539	0.113077442
540	0.1129534743
541	0.1127931074
542	0.1126613112
543	0.1125636376
544	0.1123836057
545	0.1122909777
546	0.1121642044
547	0.1119922422
548	0.1118705214
549	0.1117497787
550	0.111628837
551	0.111539544
552	0.1114236205
553	0.1113077443
554	0.1111984271
555	0.1111274836
556	0.1110102535
557	0.1108416495
558	0.110690363
559	0.1104684606
560	0.11030903
561	0.1102311292
562	0.1101172965
563	0.1099064369
564	0.1097083181
565	0.109567011
566	0.1094801442
567	0.1093677451
568	0.1092357446
569	0.1090715519
570	0.108958404
571	0.1088512283
572	0.1087676559
573	0.1087415861
574	0.1085861348
575	0.1084835838
576	0.1082979484
577	0.1081372076
578	0.1080583551
579	0.1078601111
580	0.1077120011
581	0.1076292894
582	0.1074986475
583	0.1073573046
584	0.1072467587
585	0.1071454171
586	0.1070406743
587	0.1069139887
588	0.1068180034
589	0.1067384384
590	0.1066033886
591	0.1065320403
592	0.106411419
593	0.106319567
594	0.1061916236
595	0.1061842127
596	0.106007284
597	0.1059032267
598	0.1057880727
599	0.1056670089
600	0.1054985465
601	0.1054322201
602	0.1052306116
603	0.1051171083
604	0.1050057081
605	0.1048410401
606	0.1047380695
607	0.1046414186
608	0.1045595003
609	0.104444094
610	0.1043513114
611	0.1042428415
612	0.1041559291
613	0.1041492936
614	0.1041300677
615	0.1039700838
616	0.1038917851
617	0.1037788154
618	0.1036275918
619	0.1035432827
620	0.1033813825
621	0.1032293102
622	0.1031215546
623	0.1030371263
624	0.1029572526
625	0.1028140808
626	0.1027338606
627	0.1027325359
628	0.1026168908
629	0.1024165713
630	0.1022280917
631	0.10212836
632	0.1020223077
633	0.1019455066
634	0.1018511274
635	0.1017662711
636	0.1016657912
637	0.1014857744
638	0.1013334354
639	0.1012595044
640	0.1012453901
641	0.101138623
642	0.1009694558
643	0.1008104135
644	0.1007256302
645	0.1006117487
646	0.1004611198
647	0.1003891106
648	0.1002813851
649	0.1001958302
650	0.1000468444
651	0.09996654772
652	0.09986416535
653	0.09979352017
654	0.09965168473
655	0.09951839311
656	0.09942019996
657	0.09933237549
658	0.0992297154
659	0.09916065161
660	0.09908339943
661	0.09902452323
662	0.09892746991
663	0.09883618573
664	0.09874347882
665	0.09861338467
666	0.09853955728
667	0.09845343895
668	0.09836568555
669	0.09827642696
670	0.09827551339
671	0.09819390557
672	0.09812384431
673	0.09799947246
674	0.09784947536
675	0.09777937176
676	0.09772146022
677	0.09765467934
678	0.09751213561
679	0.09744869816
680	0.09735901215
681	0.09729103156
682	0.09717138542
683	0.0970925465
684	0.09703204132
685	0.09694627108
686	0.09685886381
687	0.09679261441
688	0.09670956664
689	0.09665164554
690	0.09659124059
691	0.09651495515
692	0.09637610371
693	0.09625216198
694	0.09619622384
695	0.09606339448
696	0.09606257542
697	0.09593776577
698	0.09585390118
699	0.09574787071
700	0.09567380033
701	0.09559046435
702	0.09551149421
703	0.09534436631
704	0.09528805943
705	0.09523513744
706	0.09523069898
707	0.09515148701
708	0.09502974223
709	0.0949555455
710	0.09488575081
711	0.09476167108
712	0.09474257848
713	0.09469163117
714	0.09461389949
715	0.09449790126
716	0.094426573
717	0.09437830323
718	0.09437692192
719	0.09435757624
720	0.09431185392
721	0.0942705219
722	0.09416129483
723	0.09405364431
724	0.09392615733
725	0.09382160505
726	0.09377683925
727	0.09369646701
728	0.09369570753
729	0.09365346416
730	0.09353215072
731	0.09349235799
732	0.0934216382
733	0.09338397947
734	0.09331717319
735	0.09319204167
736	0.09311989362
737	0.09305204529
738	0.09288917981
739	0.09285193744
740	0.09273198369
741	0.09273123102
742	0.09265053143
743	0.09258535413
744	0.09242975976
745	0.09232754769
746	0.09226598711
747	0.09226500732
748	0.09215711598
749	0.09215165865
750	0.0920500335
751	0.09192740037
752	0.09181207463
753	0.09175302037
754	0.09171431161
755	0.0916584944
756	0.09160599628
757	0.09150807927
758	0.09145866745
759	0.09138714026
760	0.09128815376
761	0.09123584497
762	0.09115370369
763	0.09110618932
764	0.09103723637
765	0.09094366914
766	0.09079540811
767	0.09070159455
768	0.09061363069
769	0.09054848235
770	0.09048706155
771	0.09046211469
772	0.09042002118
773	0.09032692847
774	0.09028315473
775	0.09020354331
776	0.09016387816
777	0.09008873309
778	0.09000113041
779	0.08985807373
780	0.08979755419
781	0.08967535801
782	0.08956033868
783	0.08951056556
784	0.0894721982
785	0.0894664027
786	0.08940740514
787	0.08940736478
788	0.0892717705
789	0.08923519169
790	0.08914876359
791	0.08905605057
792	0.08902145823
793	0.08897317013
794	0.08888105583
795	0.08879347277
796	0.08874795188
797	0.08874718464
798	0.08866244304
799	0.08857437954
800	0.08844391242
801	0.08840854535
802	0.08837532001
803	0.08834419424
804	0.08826725373
805	0.08813153537
806	0.08805919309
807	0.08797745962
808	0.08790055588
809	0.08789986271
810	0.08781067652
811	0.08778030635
812	0.08777961394
813	0.08771757644
814	0.08764853403
815	0.0875609339
816	0.08747635106
817	0.08744682196
818	0.08741906028
819	0.0873821982
820	0.08737826886
821	0.0873232388
822	0.08725771885
823	0.08719871559
824	0.08711457747
825	0.08706618683
826	0.08693455887
827	0.08681086746
828	0.08678185726
829	0.08674739033
830	0.08669768067
831	0.0866699285
832	0.08654694513
833	0.08652086601
834	0.08649636155
835	0.08644833811
836	0.08636359157
837	0.08635570232
838	0.08633219141
839	0.08620099942
840	0.08612148354
841	0.08606243616
842	0.0859878852
843	0.08586462989
844	0.08579339666
845	0.08579274034
846	0.08566937362
847	0.08566936238
848	0.08561351938
849	0.0855271671
850	0.08552651691
851	0.08544244982
852	0.08541820509
853	0.08535016088
854	0.0852863932
855	0.0852018746
856	0.08508394736
857	0.08500369055
858	0.08492125979
859	0.08484359637
860	0.08479776024
861	0.0846866123
862	0.08466111532
863	0.08458268186
864	0.08453431251
865	0.08450998354
866	0.08448711145
867	0.08436506091
868	0.08430781525
869	0.08428574036
870	0.08420998845
871	0.0841446537
872	0.08402808785
873	0.08396561216
874	0.08388784772
875	0.0838147059
876	0.08375866254
877	0.08369858631
878	0.08369586153
879	0.08367372996
880	0.08356356006
881	0.08343342946
882	0.08331105387
883	0.08319752824
884	0.08319493259
885	0.08311995487
886	0.08311939438
887	0.08307474711
888	0.08300239776
889	0.08298032063
890	0.08292068711
891	0.08284873486
892	0.08277275556
893	0.08265504909
894	0.08260329581
895	0.08254547093
896	0.08249637894
897	0.08242297949
898	0.08235230345
899	0.08230896531
900	0.08224943015
901	0.08218037302
902	0.0821120282
903	0.08208870218
904	0.08203146445
905	0.08197495767
906	0.08190467958
907	0.08188937278
908	0.0818232873
909	0.08175765697
910	0.08175715345
911	0.08168957862
912	0.08162711561
913	0.08156836324
914	0.08156788407
915	0.08151262268
916	0.08151215386
917	0.0814888643
918	0.08144781034
919	0.0814260466
920	0.08131322696
921	0.08125530949
922	0.08114178433
923	0.08108818098
924	0.08102112897
925	0.0810066408
926	0.0810061778
927	0.08089860916
928	0.08083598351
929	0.08078055255
930	0.08072840206
931	0.08061895305
932	0.08056668139
933	0.08051389579
934	0.08045011981
935	0.08039999311
936	0.08033605149
937	0.0802320688
938	0.08020767687
939	0.08014665396
940	0.0801462233
941	0.0800406094
942	0.07999020499
943	0.07998977055
944	0.07996620429
945	0.07996577327
946	0.07996534711
947	0.07996526025
948	0.07983751435
949	0.07978379566
950	0.07973324981
951	0.07969515268
952	0.07969391232
953	0.07963481204
954	0.0795720733
955	0.07952401943
956	0.07947379733
957	0.07941499161
958	0.07935969315
959	0.07925388402
960	0.07915461018
961	0.07909606618
962	0.07897091444
963	0.07890709984
964	0.07885926261
965	0.07883484865
966	0.07883134092
967	0.07878606457
968	0.07874357698
969	0.0787202551
970	0.07869834075
971	0.07864269436
972	0.0785871401
973	0.07854642236
974	0.07849440676
975	0.07849255674
976	0.07849214779
977	0.0784917433
978	0.0784396102
979	0.07843920713
980	0.07843916621
981	0.07839027836
982	0.07835268014
983	0.07825334037
984	0.07821358236
985	0.0781667025
986	0.0781027716
987	0.07797782758
988	0.07788388473
989	0.07776628957
990	0.07772065033
991	0.07768022509
992	0.07767671561
993	0.0775875404
994	0.07753488554
995	0.0774225815
996	0.0774193973
997	0.07731394623
998	0.07731358915
999	0.07726881533
1000	0.07722874133
1001	0.07717877755
1002	0.07715429069
1003	0.07711797999
1004	0.07701097895
1005	0.07701061353
1006	0.07696357158
1007	0.07689836827
1008	0.07683517541
1009	0.07679193237
1010	0.07673060399
1011	0.07666897568
1012	0.07658034791
1013	0.07658000836
1014	0.07655411821
1015	0.07649633497
1016	0.07639175477
1017	0.07638057883
1018	0.07629628501
1019	0.07624130431
1020	0.07623709092
1021	0.07619600963
1022	0.0761438451
1023	0.07606408393
1024	0.07603785518
1025	0.07603753732
1026	0.07596218334
1027	0.07586052786
1028	0.07580858301
1029	0.07576995132
1030	0.07572978489
1031	0.07571846353
1032	0.07567457367
1033	0.07557915772
1034	0.0755410079
1035	0.07547964721
1036	0.07544323889
1037	0.07533281815
1038	0.07531058585
1039	0.07525249887
1040	0.07522522219
1041	0.0751995743
1042	0.07517545728
1043	0.07511898519
1044	0.07502736274
1045	0.0749411745
1046	0.07490904687
1047	0.0748849512
1048	0.07484754244
1049	0.07481365126
1050	0.07473279902
1051	0.07468342784
