iter	Logloss
1052	0.07466044124
1053	0.07463883184
1054	0.07459361087
1055	0.07451415515
1056	0.07449328711
1057	0.07449290302
1058	0.07445658896
1059	0.07439687215
1060	0.07435338136
1061	0.074350109
1062	0.07427172984
1063	0.07421500046
1064	0.07421462127
1065	0.07416665879
1066	0.07416347263
1067	0.07414271653
1068	0.07414233832
1069	0.07406501275
1070	0.07399858253
1071	0.07393615509
1072	0.07389963252
1073	0.07386537151
1074	0.07379008965
1075	0.07373039729
1076	0.07370983154
1077	0.07363829146
1078	0.07360553297
1079	0.07360519979
1080	0.07356079337
1081	0.07350350759
1082	0.07345500112
1083	0.07341320875
1084	0.07329696233
1085	0.07325712584
1086	0.0732196575
1087	0.07319905704
1088	0.07317966783
1089	0.07316146351
1090	0.07309206619
1091	0.07303633194
1092	0.07298959582
1093	0.072989074
1094	0.07297165971
1095	0.07293539415
1096	0.07290130394
1097	0.07281948351
1098	0.07278716045
1099	0.07271984385
1100	0.07267495329
1101	0.07260865791
1102	0.07257766549
1103	0.07254857072
1104	0.07250563886
1105	0.07247468049
1106	0.07235924537
1107	0.07234188482
1108	0.07230434155
1109	0.07226900269
1110	0.07220541423
1111	0.07209503092
1112	0.07203776674
1113	0.0720062143
1114	0.07194598338
1115	0.07190355046
1116	0.07186369805
1117	0.07186080479
1118	0.07186044296
1119	0.07183085137
1120	0.07172493003
1121	0.07166855124
1122	0.07156865266
1123	0.07153001139
1124	0.07152966693
1125	0.07149344172
1126	0.07147487917
1127	0.07143862991
1128	0.07140939782
1129	0.07140904793
1130	0.07137879134
1131	0.07135128444
1132	0.07133351515
1133	0.07129853151
1134	0.07129815857
1135	0.07127175769
1136	0.07121590148
1137	0.07121316741
1138	0.07114304332
1139	0.07107552807
1140	0.07104064463
1141	0.07098701201
1142	0.0709835303
1143	0.07094914081
1144	0.07091562628
1145	0.07089807599
1146	0.07089770967
1147	0.07089562027
1148	0.07082813997
1149	0.07082778459
1150	0.07079867112
1151	0.07077025891
1152	0.07075380409
1153	0.07072650709
1154	0.07066343011
1155	0.0706303545
1156	0.07056612867
1157	0.07056575995
1158	0.07053254591
1159	0.07043904104
1160	0.07033755189
1161	0.07032783693
1162	0.07026320753
1163	0.07020250975
1164	0.07016977231
1165	0.07010852084
1166	0.07001081774
1167	0.06992277577
1168	0.06991929738
1169	0.06988999664
1170	0.06985619327
1171	0.06983707719
1172	0.06980491284
1173	0.06977465015
1174	0.06971602756
1175	0.06971429015
1176	0.06962002698
1177	0.06958900324
1178	0.06958900065
1179	0.06957942079
1180	0.06949576195
1181	0.06940638455
1182	0.06937332886
1183	0.06934224145
1184	0.06931246098
1185	0.06929372593
1186	0.06923190132
1187	0.06917259709
1188	0.06915555493
1189	0.06909983984
1190	0.06907954573
1191	0.06904895843
1192	0.06899182928
1193	0.06896221181
1194	0.06888084056
1195	0.06888053154
1196	0.06880404201
1197	0.06877186568
1198	0.06874161172
1199	0.06868633646
1200	0.06865639591
1201	0.06865486922
1202	0.0686266328
1203	0.06856597835
1204	0.06853906174
1205	0.06852980381
1206	0.06850913262
1207	0.06845728553
1208	0.0684266105
1209	0.06836916318
1210	0.06834304927
1211	0.06826793853
1212	0.06817551376
1213	0.06814354548
1214	0.06808737287
1215	0.06803664095
1216	0.06798321049
1217	0.0679114347
1218	0.06790256766
1219	0.06787436725
1220	0.06785827532
1221	0.06783273786
1222	0.06782420395
1223	0.06779277316
1224	0.06779247448
1225	0.06779217863
1226	0.06770178328
1227	0.0676521131
1228	0.06762180183
1229	0.06759736289
1230	0.06757439522
1231	0.06757410549
1232	0.06755141266
1233	0.06752675842
1234	0.06745298577
1235	0.06739447623
1236	0.06730758725
1237	0.06723823487
1238	0.06721640458
1239	0.06719345023
1240	0.0671905638
1241	0.06716075626
1242	0.06710444131
1243	0.06708896844
1244	0.06706349373
1245	0.06706061924
1246	0.06701188522
1247	0.06697669561
1248	0.06691086616
1249	0.06686401831
1250	0.06681068531
1251	0.06676055673
1252	0.06673336692
1253	0.06669932478
1254	0.06665486337
1255	0.06658166621
1256	0.06654879588
1257	0.06654758742
1258	0.0665236418
1259	0.06643653373
1260	0.0664047801
1261	0.06640451186
1262	0.06633432921
1263	0.06633406842
1264	0.06625178288
1265	0.06621940294
1266	0.06619647282
1267	0.06617489371
1268	0.06615460499
1269	0.06611070362
1270	0.06611044809
1271	0.06611019489
1272	0.06604428703
1273	0.0660196246
1274	0.06596188514
1275	0.06594174266
1276	0.06592796843
1277	0.06589618498
1278	0.06586471684
1279	0.06583498169
1280	0.0658158421
1281	0.06579784921
1282	0.06578949155
1283	0.06576533916
1284	0.06570254731
1285	0.06570228441
1286	0.06565759569
1287	0.06565733821
1288	0.06563118679
1289	0.06557194398
1290	0.06554134769
1291	0.06548846056
1292	0.06544545523
1293	0.06542169894
1294	0.06537178299
1295	0.06533134849
1296	0.06530066995
1297	0.06524194447
1298	0.06518672272
1299	0.06516721525
1300	0.06510923977
1301	0.06506904125
1302	0.0650157639
1303	0.06498541388
1304	0.06493747993
1305	0.06493724471
1306	0.06489840756
1307	0.06489605362
1308	0.06488862051
1309	0.06488838611
1310	0.06484325383
1311	0.06481116794
1312	0.06479173852
1313	0.06479150465
1314	0.06478911948
1315	0.06471457318
1316	0.06469160625
1317	0.06465452154
1318	0.06463278309
1319	0.06457657627
1320	0.06457579027
1321	0.06457556644
1322	0.06455212898
1323	0.06455189765
1324	0.06450894626
1325	0.06448957139
1326	0.06443887049
1327	0.06440722937
1328	0.06440492975
1329	0.06435138495
1330	0.06432940977
1331	0.06430731273
1332	0.06430096805
1333	0.06429304533
1334	0.06426096552
1335	0.06424200824
1336	0.06421181389
1337	0.06413877775
1338	0.0641084296
1339	0.0640798083
1340	0.06407694653
1341	0.06407670299
1342	0.06403453008
1343	0.0640338716
1344	0.06401546083
1345	0.0639664895
1346	0.06393937196
1347	0.06391139285
1348	0.06388597064
1349	0.06388572708
1350	0.06383912161
1351	0.06380938634
1352	0.06376836421
1353	0.06376812649
1354	0.0637397179
1355	0.06371278296
1356	0.06369404593
1357	0.06365451808
1358	0.06364172261
1359	0.06362386374
1360	0.06359698972
1361	0.06355029922
1362	0.06351216957
1363	0.06348574898
1364	0.06346024352
1365	0.06345479886
1366	0.06343529137
1367	0.06333621473
1368	0.06333577802
1369	0.06329283286
1370	0.06324790165
1371	0.06322995019
1372	0.06322687055
1373	0.06322406799
1374	0.06319862009
1375	0.06317740806
1376	0.06316572486
1377	0.06316524187
1378	0.06314531693
1379	0.06305155441
1380	0.06305132014
1381	0.06305108783
1382	0.06303440648
1383	0.06301867328
1384	0.06293041599
1385	0.06293018859
1386	0.06291533454
1387	0.06287395358
1388	0.06283500284
1389	0.06282403966
1390	0.06280991398
1391	0.06279663485
1392	0.06278413085
1393	0.06275532081
1394	0.06275509722
1395	0.0627295372
1396	0.06271778408
1397	0.06267048836
1398	0.06263313393
1399	0.06260843851
1400	0.06260821984
1401	0.06258080834
1402	0.06249493019
1403	0.06241570362
1404	0.0624154938
1405	0.06233448964
1406	0.06232461307
1407	0.06228386767
1408	0.06225395297
1409	0.06217909827
1410	0.06217391864
1411	0.06214591744
1412	0.06208639012
1413	0.06207383972
1414	0.06206207922
1415	0.06205103945
1416	0.0620509996
1417	0.06197867843
1418	0.06197648803
1419	0.06196586358
1420	0.06193871723
1421	0.06189121206
1422	0.06186559669
1423	0.06186484192
1424	0.06180756001
1425	0.06180542071
1426	0.06177979488
1427	0.06177939185
1428	0.06174870443
1429	0.06174849631
1430	0.06171962952
1431	0.06171725535
1432	0.06169014293
1433	0.06166602647
1434	0.06161177966
1435	0.0616087437
1436	0.06159742041
1437	0.06158857771
1438	0.06158836549
1439	0.06157756613
1440	0.06155986909
1441	0.06155964765
1442	0.06151711355
1443	0.0614912742
1444	0.06144468562
1445	0.06144446939
1446	0.06140385902
1447	0.0613656919
1448	0.06133909647
1449	0.06131412428
1450	0.06126183284
1451	0.0612199911
1452	0.06119520535
1453	0.06116939819
1454	0.06116918503
1455	0.06114582845
1456	0.06114561588
1457	0.06109579769
1458	0.06107399004
1459	0.06098784562
1460	0.06098763644
1461	0.0609763077
1462	0.06095134778
1463	0.06094214043
1464	0.06093915738
1465	0.06089185847
1466	0.06085004028
1467	0.06084133606
1468	0.06082012257
1469	0.06081991417
1470	0.06079607087
1471	0.06079401963
1472	0.06075491629
1473	0.06073300086
1474	0.06068835321
1475	0.06066318439
1476	0.06065152564
1477	0.06061085491
1478	0.06059079091
1479	0.06055236823
1480	0.06052792237
1481	0.06048522222
1482	0.06047977283
1483	0.06044187072
1484	0.06044166744
1485	0.06042995025
1486	0.06039300635
1487	0.06038888408
1488	0.06037784671
1489	0.06034223125
1490	0.06034203058
1491	0.06034139675
1492	0.06026153241
1493	0.06022800218
1494	0.06020434979
1495	0.06017989994
1496	0.06017970573
1497	0.06014427548
1498	0.06014031478
1499	0.06014012132
